,query,target_query,generated_query
80,What the movies did make [June Allyson] star in,"{'Good News', 'Two Sisters from Boston', 'The Opposite Sex', 'The Reformer and the Redhead', 'Strategic Air Command', 'Thats Entertainment! III', 'Battle Circus', 'My Man Godfrey', 'The Stratton Story', 'Little Women', 'Her Highness and the Bellboy'}","{'Good News', 'Two Sisters from Boston', 'The Opposite Sex', ""That's Entertainment! III"", 'The Reformer and the Redhead', 'Strategic Air Command', 'Battle Circus', 'My Man Godfrey', 'The Stratton Story', 'Little Women', 'Her Highness and the Bellboy'}"
81,What films have [Loretta Young] a actor in,"{'Born to Be Bad', 'The Stranger', 'Suez', 'The Crusades', 'A Night to Remember', 'Come to the Stable', 'Along Came Jones', 'Eternally Yours', 'Employees Entrance', 'Cause for Alarm!', 'She Had to Say Yes', 'Mans Castle', 'Taxi!', 'The Bishops Wife', 'Heroes for Sale', 'The Farmers Daughter', 'Platinum Blonde', 'The Devil to Pay!', 'Love Is News', 'The Squall', 'The Story of Alexander Graham Bell', 'Second Honeymoon', 'The Call of the Wild', 'Zoo in Budapest', 'Midnight Mary'}","{'Born to Be Bad', ""The Bishop's Wife"", 'The Stranger', 'Suez', 'The Crusades', 'A Night to Remember', ""Employees' Entrance"", 'Come to the Stable', 'Along Came Jones', 'Eternally Yours', 'Cause for Alarm!', 'She Had to Say Yes', 'Taxi!', 'Heroes for Sale', 'Platinum Blonde', 'The Devil to Pay!', 'Love Is News', 'The Squall', ""Man's Castle"", 'The Story of Alexander Graham Bell', ""The Farmer's Daughter"", 'Second Honeymoon', 'The Call of the Wild', 'Zoo in Budapest', 'Midnight Mary'}"
82,The films have made [Levon Helm] take action in the,{'Coal Miners Daughter'},"{""Coal Miner's Daughter""}"
83,What films have made [Tony Danza] star in,"{'Don Jon', 'Shes Out of Control', 'Going Ape!', 'Angels in the Outfield'}","{""She's Out of Control"", 'Don Jon', 'Going Ape!', 'Angels in the Outfield'}"
84,What the films have [Melvyn Douglas] an actor in,"{'Being There', 'Too Many Husbands', 'Theres Always a Woman', 'The Great Sinner', 'Advance to the Rear', 'I Never Sang for My Father', 'Hotel', 'Ninotchka', 'Theodora Goes Wild', 'The Old Dark House', 'Annie Oakley', 'The Vampire Bat', 'Hud', 'The Americanization of Emily', 'That Uncertain Feeling', 'The Tenant', 'The Sea of Grass', 'Ghost Story', 'A Womans Face', 'Angel', 'A Womans Secret', 'I Met Him in Paris'}","{'Being There', 'Too Many Husbands', 'The Great Sinner', ""A Woman's Secret"", 'Advance to the Rear', 'I Never Sang for My Father', 'Hotel', 'Ninotchka', 'Theodora Goes Wild', 'The Old Dark House', 'Annie Oakley', 'The Vampire Bat', 'Hud', 'The Americanization of Emily', 'That Uncertain Feeling', 'The Tenant', ""A Woman's Face"", 'The Sea of Grass', 'Ghost Story', ""There's Always a Woman"", 'Angel', 'I Met Him in Paris'}"
85,What does [Ian Holm] appear in,"{'Wisconsin Death Trip', 'Ratatouille', 'The Emperors New Clothes', 'Kafka', 'Dreamchild', 'Esther Kahn', 'Naked Lunch', 'Night Falls on Manhattan', 'Brazil'}","{'Wisconsin Death Trip', 'Ratatouille', ""The Emperor's New Clothes"", 'Kafka', 'Dreamchild', 'Naked Lunch', 'Esther Kahn', 'Night Falls on Manhattan', 'Brazil'}"
86,films have [Robin Wright] to act in,"{'The Singing Detective', 'Moll Flanders', 'The Crossing Guard', 'Message in a Bottle', 'Breaking and Entering', 'Toys', 'Beowulf', 'State of Grace', 'Shes So Lovely', 'The Conspirator', 'Sorry, Haters', 'The Playboys'}","{'The Singing Detective', 'The Playboys', 'Moll Flanders', ""She's So Lovely"", 'Message in a Bottle', 'The Crossing Guard', 'Toys', 'Breaking and Entering', 'Beowulf', 'State of Grace', 'The Conspirator', 'Sorry, Haters'}"
87,Who makes [Ciarán Hinds] star in,set(),"{'Titanic Town', 'The Debt', 'Oscar and Lucinda', 'The Eclipse', 'Persuasion'}"
88,What is [Amanda Wyss] action in,set(),"{'A Nightmare on Elm Street', 'Powwow Highway'}"
89,What movies have made [Paul Brannigan] star in,{'The Angels Share'},"{""The Angels' Share""}"
90,What movies have made [Alan Cumming] star in,"{'The Anniversary Party', 'Black Beauty', 'Romy and Micheles High School Reunion', 'Boogie Woogie', 'Son of the Mask', 'Emma'}","{'The Anniversary Party', ""Romy and Michele's High School Reunion"", 'Black Beauty', 'Boogie Woogie', 'Son of the Mask', 'Emma'}"
91,What films have [Robert Cummings] a actor in,"{'Sleep, My Love', 'Princess ORourke', 'Saboteur', 'Dial M for Murder', 'Kings Row', 'It Started with Eve'}","{'Sleep, My Love', 'Saboteur', 'Dial M for Murder', ""Princess O'Rourke"", 'Kings Row', 'It Started with Eve'}"
92,What the movies did [Peter Kastner] star in,{'Youre a Big Boy Now'},"{""You're a Big Boy Now""}"
93,What makes [William Hickey] action in,set(),{'The Nightmare Before Christmas'}
94,Which movies made [Carrie Snodgress] star in,"{'The Fury', 'Diary of a Mad Housewife', 'Blue Sky', 'Murphys Law'}","{'The Fury', 'Diary of a Mad Housewife', 'Blue Sky', ""Murphy's Law""}"
95,What the films have done [Casper Van Dien] to do in,"{'The Omega Code', 'Shark Attack', 'Python', 'Aces N Eights', 'Tarzan and the Lost City'}","{'The Omega Code', 'Shark Attack', ""Aces 'N' Eights"", 'Python', 'Tarzan and the Lost City'}"
96,What the movies have done [Kevin Zegers] star in,"{'Its a Boy Girl Thing', 'Frozen'}","{'Frozen', ""It's a Boy Girl Thing""}"
97,What makes [Alec Baldwin] appear in,"{'Elizabethtown', 'Its Complicated', 'The Last Shot', 'My Best Friends Girl', 'Rise of the Guardians', 'Shes Having a Baby', 'The Edge', 'Fun with Dick and Jane', 'A Streetcar Named Desire', 'The Marrying Man', 'The Juror', 'Miami Blues', 'The Shadow', 'Prelude to a Kiss', 'Path to War', 'Mercury Rising', 'The Hunt for Red October', 'Heavens Prisoners', 'Beetlejuice', 'Malice', 'The Confession', 'Ghosts of Mississippi', 'Lymelife', 'The Getaway'}","{'Elizabethtown', 'The Last Shot', 'Rise of the Guardians', 'The Edge', 'Fun with Dick and Jane', 'A Streetcar Named Desire', 'The Marrying Man', 'The Juror', 'Miami Blues', 'The Shadow', 'Prelude to a Kiss', 'Path to War', ""She's Having a Baby"", ""Heaven's Prisoners"", 'Mercury Rising', 'The Hunt for Red October', 'Beetlejuice', ""It's Complicated"", 'Malice', 'The Confession', 'Ghosts of Mississippi', 'Lymelife', 'The Getaway', ""My Best Friend's Girl""}"
98,What makes [Elizabeth Allan] action,set(),"{'A Tale of Two Cities', 'Mark of the Vampire', 'Camille'}"
99,what causes [Magda Apanowicz] to appear in,{'Devils Diary'},"{""Devil's Diary""}"
100,What the films do [Spike Lee] appear in,"{'Get on the Bus', 'Red Hook Summer', 'Miracle at St. Anna', 'Oldboy', 'School Daze', 'Inside Man', 'The Original Kings of Comedy', 'Jungle Fever', 'Summer of Sam', 'Passing Strange', 'Clockers', 'Do the Right Thing', 'Malcolm X', 'Girl 6', 'He Got Game', 'Mo Better Blues', 'Shes Gotta Have It', '25th Hour', 'She Hate Me', 'Bamboozled', 'A Huey P. Newton Story', 'Crooklyn'}","{""Mo' Better Blues"", ""She's Gotta Have It"", 'Jungle Fever', 'Girl 6'}"
101,what does [Greg Bryk] appear in,{'Poor Boys Game'},"{""Poor Boy's Game""}"
102,What makes [Alan Van Sprang] action,set(),{'Survival of the Dead'}
103,which movies have made [Susie Porter] star in,"{'The Monkeys Mask', 'Better Than Sex'}","{'Better Than Sex', ""The Monkey's Mask""}"
104,What the films made [Greg Kinnear] star in,"{'Little Miss Sunshine', 'Sabrina', 'Thin Ice', 'Unknown', 'As Good as It Gets', 'Feast of Love', 'A Smile Like Yours', 'What Planet Are You From?', 'Dear God', 'Stuck on You', 'Invincible', 'I Dont Know How She Does It', 'Auto Focus', 'Nurse Betty', 'Heaven Is for Real', 'The English Teacher', 'The Last Song', 'Bad News Bears', 'Ghost Town', 'Stuck in Love', 'Baby Mama'}","{'Little Miss Sunshine', 'Sabrina', 'Thin Ice', 'Unknown', 'As Good as It Gets', 'Feast of Love', 'A Smile Like Yours', ""I Don't Know How She Does It"", 'What Planet Are You From?', 'Dear God', 'Stuck on You', 'Invincible', 'Auto Focus', 'Nurse Betty', 'Heaven Is for Real', 'The English Teacher', 'The Last Song', 'Bad News Bears', 'Ghost Town', 'Stuck in Love', 'Baby Mama'}"
105,[Briana Evigan] appears in what movies,"{'Stash House', 'S. Darko', 'The Devils Carnival', 'Lap Dance', 'Burning Bright', 'Mine Games'}","{'Stash House', 'S. Darko', 'Lap Dance', ""The Devil's Carnival"", 'Burning Bright', 'Mine Games'}"
106,What the movies did [Sid Haig] act in,"{'The Devils Rejects', 'House of 1000 Corpses'}","{'House of 1000 Corpses', ""The Devil's Rejects""}"
107,what the movies do [Kate Bosworth] appear in,"{'Black Rock', 'Homefront', 'Still Alice', 'The Warriors Way', 'Straw Dogs', 'Wonderland', 'The Girl in the Park', 'Superman Returns', 'Blue Crush', 'Win a Date with Tad Hamilton!', '21', 'Beyond the Sea'}","{'Homefront', 'Black Rock', 'Straw Dogs', 'Wonderland', 'The Girl in the Park', 'Superman Returns', 'Beyond the Sea', 'Blue Crush', 'Win a Date with Tad Hamilton!', '21', 'Still Alice', ""The Warrior's Way""}"
108,What the films did [Diana Rigg] take action in,"{'The Assassination Bureau', 'Theatre of Blood', 'A Little Night Music', 'On Her Majestys Secret Service'}","{""On Her Majesty's Secret Service"", 'The Assassination Bureau', 'Theatre of Blood', 'A Little Night Music'}"
109,Who makes [George Reeves] star in,{'Mark Sandrich'},{'So Proudly We Hail!'}
110,What films have made [Carmen Miranda] star in,"{'The Gangs All Here', 'A Date with Judy', 'Week-End in Havana', 'Down Argentine Way', 'Nancy Goes to Rio'}","{'A Date with Judy', 'Week-End in Havana', 'Nancy Goes to Rio', 'Down Argentine Way', ""The Gang's All Here""}"
111,What films have [Nicolas Cage] an actor in,"{'Knowing', 'Matchstick Men', 'City of Angels', 'Windtalkers', 'Raising Arizona', 'Face/Off', 'Next', 'Vampires Kiss', 'Bringing Out the Dead', 'Fire Birds', 'Snake Eyes', 'National Treasure', 'Guarding Tess', 'The Rock', 'Stolen', 'Lord of War', 'Valley Girl', 'Joe', 'Left Behind', 'Racing with the Moon', 'Kiss of Death', 'Zandalee', 'Deadfall', 'Moonstruck', 'Trespass', 'The Family Man', 'Leaving Las Vegas', 'The Wicker Man', 'Rage', 'Birdy', 'Honeymoon in Vegas', 'Season of the Witch', 'Seeking Justice', 'The Frozen Ground', 'The Boy in Blue', 'The Croods', 'The Ant Bully', 'World Trade Center', 'It Could Happen to You', 'Bangkok Dangerous', 'Trapped in Paradise', 'Drive Angry', 'The Weather Man', 'The Sorcerers Apprentice'}","{'Knowing', 'Matchstick Men', 'City of Angels', 'Windtalkers', 'Raising Arizona', 'Face/Off', 'Next', 'Bringing Out the Dead', 'Fire Birds', 'Snake Eyes', 'National Treasure', 'Guarding Tess', 'The Rock', 'Stolen', 'Lord of War', 'Joe', 'Left Behind', 'Kiss of Death', 'Valley Girl', 'Racing with the Moon', ""The Sorcerer's Apprentice"", 'Zandalee', ""Vampire's Kiss"", 'Deadfall', 'Moonstruck', 'Trespass', 'The Family Man', 'Leaving Las Vegas', 'The Wicker Man', 'Rage', 'Birdy', 'Honeymoon in Vegas', 'Season of the Witch', 'Seeking Justice', 'The Frozen Ground', 'The Boy in Blue', 'The Croods', 'The Ant Bully', 'World Trade Center', 'It Could Happen to You', 'Bangkok Dangerous', 'Trapped in Paradise', 'Drive Angry', 'The Weather Man'}"
112,What makes [Judy Gunn] action,set(),{'The Last Journey'}
113,What the movies [Peter O'Toole] appear in,set(),"{'My Favorite Year', 'Lord Jim', 'The Stunt Man', 'The Night of the Generals', 'Man of La Mancha', 'Supergirl', 'The Last Emperor', 'The Nutcracker Prince', 'Creator', 'Becket', 'High Spirits', 'The Lion in Winter', 'Phantoms', 'King Ralph', 'Power Play', 'The Day They Robbed the Bank of England', ""Murphy's War"", 'How to Steal a Million', 'Venus', 'Lawrence of Arabia', 'Club Paradise'}"
114,films have [Deon Richmond] to act in,{'Trippin'},"{""Trippin'""}"
115,the films have made [Toni Collette] act in,"{'Mary and Max', 'A Long Way Down', 'Lilians Story', 'Connie and Carla', 'Muriels Wedding', 'In Her Shoes', 'Dirty Deeds', 'The Dead Girl', 'The Way Way Back', 'The Pallbearer', 'The Last Shot', 'Clockwatchers', 'Jesus Henry Christ', 'The Black Balloon'}","{'Mary and Max', 'A Long Way Down', ""Muriel's Wedding"", 'Connie and Carla', ""Lilian's Story"", 'In Her Shoes', 'The Dead Girl', 'Dirty Deeds', 'The Way Way Back', 'The Pallbearer', 'The Last Shot', 'Clockwatchers', 'Jesus Henry Christ', 'The Black Balloon'}"
116,which movies have made [John O'Mahony] star in,set(),{'A Short Film About John Bolton'}
117,Which makes [Harold Lloyd] star in,"{'Girl Shy', 'The Freshman', 'Feet First', 'For Heavens Sake', 'Safety Last!', 'Speedy', 'The Kid Brother', 'Grandmas Boy', 'The Cats-Paw', 'Never Weaken', 'High and Dizzy', 'Professor Beware', 'Movie Crazy', 'The Milky Way', 'Now or Never', 'Why Worry?', 'Dr. Jack', 'The Sin of Harold Diddlebock'}","{'Girl Shy', 'The Freshman', 'The Kid Brother', 'Speedy', 'Safety Last!', ""For Heaven's Sake"", 'Feet First', 'Never Weaken', ""The Cat's-Paw"", 'High and Dizzy', 'Professor Beware', 'Movie Crazy', 'The Milky Way', 'Now or Never', 'Why Worry?', ""Grandma's Boy"", 'Dr. Jack', 'The Sin of Harold Diddlebock'}"
118,the films have made [Ian Cairns] act in,{'Bustin Down the Door'},"{""Bustin' Down the Door""}"
119,What the films [John Cusack] an actor in ,"{'True Colors', 'The Contract', 'Pushing Tin', 'High Fidelity', 'Must Love Dogs', 'One Crazy Summer', 'Igor', '2012', '1408', 'Anastasia', 'The Numbers Station', 'Grand Piano', 'Being John Malkovich', 'Drive Hard', 'Grace Is Gone', 'The Ice Harvest', 'The Raven', 'The Road to Wellville', 'Tapeheads', 'Floundering', 'Identity', 'Midnight in the Garden of Good and Evil', 'Martian Child', 'The Sure Thing', 'Money for Nothing', 'Americas Sweethearts', 'Maps to the Stars', 'The Factory', 'The Frozen Ground', 'The Bag Man', 'Grosse Pointe Blank', 'Say Anything...', 'Hot Pursuit', 'Hot Tub Time Machine', 'The Paperboy', 'City Hall', 'The Grifters', 'Serendipity', 'The Journey of Natty Gann', 'Runaway Jury', 'War, Inc.', 'Shanghai'}","{'True Colors', 'The Contract', 'Pushing Tin', 'High Fidelity', 'One Crazy Summer', 'Igor', '2012', '1408', 'Anastasia', 'The Numbers Station', 'Grand Piano', 'Being John Malkovich', 'Drive Hard', 'The Ice Harvest', 'Grace Is Gone', 'The Raven', 'The Road to Wellville', 'Tapeheads', 'Floundering', 'Identity', 'Midnight in the Garden of Good and Evil', 'Martian Child', 'The Sure Thing', 'Money for Nothing', 'The Journey of Natty Gann', 'Maps to the Stars', 'The Factory', 'The Frozen Ground', 'The Bag Man', ""America's Sweethearts"", 'Grosse Pointe Blank', 'Say Anything...', 'Hot Pursuit', 'Hot Tub Time Machine', 'Serendipity', 'The Paperboy', 'The Grifters', 'City Hall', 'Must Love Dogs', 'Runaway Jury', 'War, Inc.', 'Shanghai'}"
120,What the movies do [John Heard] appears in,"{'The Telephone', 'The Trip to Bountiful', 'Deceived', 'My Fellow Americans', 'Big', 'Heaven Help Us', 'C.H.U.D.', 'Home Alone', 'Sharknado', 'Torn', 'Mindwalk', 'Cutters Way', 'Beaches'}","{'The Telephone', 'The Trip to Bountiful', 'Deceived', ""Cutter's Way"", 'Big', 'My Fellow Americans', 'Heaven Help Us', 'Home Alone', 'C.H.U.D.', 'Sharknado', 'Mindwalk', 'Torn', 'Beaches'}"
121,What the films have made [Stanley Ridges] star in,"{'Internes Cant Take Money', 'The Suspect'}","{'The Suspect', ""Internes Can't Take Money""}"
122,This makes [Monica Bellucci] star in,"{'Brotherhood of the Wolf', 'Dont Look Back', 'Shoot Em Up', 'Dobermann', 'Under Suspicion', 'She Hate Me', 'Tears of the Sun', 'Malèna', 'A Burning Hot Summer', 'The Apartment'}","{'Brotherhood of the Wolf', 'Dobermann', 'Under Suspicion', ""Don't Look Back"", ""Shoot 'Em Up"", 'Tears of the Sun', 'She Hate Me', 'Malèna', 'A Burning Hot Summer', 'The Apartment'}"
123,What films have [Margaret Cho] a actor in,"{'Im the One That I Want', 'Its My Party'}","{""I'm the One That I Want"", ""It's My Party""}"
124,which movies have made [Carol Kane] star in,"{'My Girlfriends Boyfriend', 'Flashback', 'When a Stranger Calls', 'License to Drive', 'Office Killer', 'Transylvania 6-5000', 'The Worlds Greatest Lover', 'Hester Street', 'Valentino'}","{""My Girlfriend's Boyfriend"", 'When a Stranger Calls', 'Flashback', 'License to Drive', 'Office Killer', 'Transylvania 6-5000', 'Hester Street', ""The World's Greatest Lover"", 'Valentino'}"
125,What the films have made [Mary Steenburgen] to act in,"{'The Proposal', 'Pontiac Moon', 'Melvin and Howard', 'Time After Time', 'Back to the Future Part III', 'The Open Road', 'It Runs in the Family', 'Clifford', 'One Magic Christmas', 'A Walk in the Woods', 'Romantic Comedy', 'Goin South', 'Powder', 'Dead of Winter', 'Cross Creek', 'Miss Firecracker', 'Parenthood', 'Nobel Son'}","{'Cross Creek', 'Pontiac Moon', 'Clifford', 'Time After Time', 'Back to the Future Part III', 'Melvin and Howard', 'The Open Road', 'It Runs in the Family', 'One Magic Christmas', 'A Walk in the Woods', 'Romantic Comedy', ""Goin' South"", 'Powder', 'Dead of Winter', 'The Proposal', 'Miss Firecracker', 'Parenthood', 'Nobel Son'}"
126,What the films make [David Keith] appear in,"{'Take This Job and Shove It', 'Hangmans Curse', 'Firestarter', 'The Lords of Discipline', 'Heartbreak Hotel', 'White of the Eye'}","{'Take This Job and Shove It', 'Firestarter', 'The Lords of Discipline', 'Heartbreak Hotel', 'White of the Eye', ""Hangman's Curse""}"
127,That makes [Chase Ellison] star in,"{'The Boy Who Cried Werewolf', 'Thats What I Am'}","{'The Boy Who Cried Werewolf', ""That's What I Am""}"
128,Who makes [Rebecca Balding] star in,set(),{'The Boogens'}
129,What films have [Elizabeth McGovern] an actor in,"{'Wings of Courage', 'Racing with the Moon', 'A Shock to the System', 'The Favor', 'The Handmaids Tale', 'Cheerful Weather for the Wedding', 'The Bedroom Window', 'Lovesick', 'Shes Having a Baby'}","{""She's Having a Baby"", 'Wings of Courage', 'Racing with the Moon', 'A Shock to the System', 'The Favor', ""The Handmaid's Tale"", 'Cheerful Weather for the Wedding', 'The Bedroom Window', 'Lovesick'}"
130,what causes [Bob Hope] appear in,"{'Road to Utopia', 'Road to Zanzibar', 'Road to Morocco', 'My Favorite Brunette', 'Road to Singapore', 'The Cat and the Canary', 'Casanovas Big Night', 'The Ghost Breakers', 'The Princess and the Pirate', 'The Road to Hong Kong', 'The Seven Little Foys', 'Boy, Did I Get a Wrong Number!', 'My Favorite Blonde', 'Road to Bali', 'Call Me Bwana', 'Son of Paleface', 'Road to Rio', 'Bachelor in Paradise', 'The Paleface', 'The Facts of Life', 'Fancy Pants'}","{'Road to Utopia', 'Road to Morocco', 'Road to Zanzibar', 'My Favorite Brunette', 'Road to Singapore', 'The Cat and the Canary', 'The Ghost Breakers', ""Casanova's Big Night"", 'The Princess and the Pirate', 'The Road to Hong Kong', 'The Seven Little Foys', 'Boy, Did I Get a Wrong Number!', 'My Favorite Blonde', 'Road to Bali', 'Call Me Bwana', 'Son of Paleface', 'Road to Rio', 'Bachelor in Paradise', 'The Paleface', 'The Facts of Life', 'Fancy Pants'}"
131,What the movies do [Paul Anderson] appears in,{'71'},"{""'71""}"
132,[Roger Moore] appears on which films,"{'Octopussy', 'The Man Who Wouldnt Die', 'The Cannonball Run', 'The Sea Wolves', 'Gold', 'The Spy Who Loved Me', 'The Wild Geese', 'For Your Eyes Only', 'The Quest', 'Moonraker', 'The Naked Face', 'Live and Let Die', 'The Man with the Golden Gun', 'The Man Who Haunted Himself', 'A View to a Kill', 'Interrupted Melody', 'Escape to Athena'}","{'The Man Who Haunted Himself', 'The Cannonball Run', 'The Sea Wolves', 'The Spy Who Loved Me', 'The Quest', 'The Wild Geese', 'Gold', 'Interrupted Melody', 'Moonraker', 'The Naked Face', 'The Man with the Golden Gun', 'Live and Let Die', 'For Your Eyes Only', ""The Man Who Wouldn't Die"", 'A View to a Kill', 'Octopussy', 'Escape to Athena'}"
